onet	personality_trait	score
39-9032.00	Social	6.33
39-9032.00	Enterprising	5.67
39-9032.00	Conventional	2.33
39-9041.00	Realistic	2.33
39-9041.00	Investigative	1.33
39-9041.00	Artistic	2.67
39-9041.00	Social	6.67
39-9041.00	Enterprising	5.33
39-9041.00	Conventional	4.67
41-1011.00	Realistic	3.00
41-1011.00	Investigative	1.00
41-1011.00	Artistic	1.67
41-1011.00	Social	4.33
41-1011.00	Enterprising	7.00
41-1011.00	Conventional	5.33
41-1012.00	Realistic	2.33
41-1012.00	Investigative	2.00
41-1012.00	Artistic	1.67
41-1012.00	Social	4.33
41-1012.00	Enterprising	7.00
41-1012.00	Conventional	5.33
41-2011.00	Realistic	2.67
41-2011.00	Investigative	1.00
41-2011.00	Artistic	1.33
41-2011.00	Social	2.67
41-2011.00	Enterprising	4.33
41-2011.00	Conventional	6.67
41-2012.00	Realistic	3.33
41-2012.00	Investigative	1.00
41-2012.00	Artistic	1.00
41-2012.00	Social	2.00
41-2012.00	Enterprising	4.67
41-2012.00	Conventional	6.67
41-2021.00	Realistic	2.33
41-2021.00	Investigative	1.00
41-2021.00	Artistic	1.33
41-2021.00	Social	2.67
41-2021.00	Enterprising	5.00
41-2021.00	Conventional	5.67
41-2022.00	Realistic	4.00
41-2022.00	Investigative	1.33
41-2022.00	Artistic	1.00
41-2022.00	Social	3.00
41-2022.00	Enterprising	6.67
41-2022.00	Conventional	6.00
41-2031.00	Realistic	2.67
41-2031.00	Investigative	1.00
41-2031.00	Artistic	1.67
41-2031.00	Social	3.33
41-2031.00	Enterprising	7.00
41-2031.00	Conventional	4.00
41-3011.00	Realistic	1.00
41-3011.00	Investigative	2.00
41-3011.00	Artistic	4.33
41-3011.00	Social	2.33
41-3011.00	Enterprising	7.00
41-3011.00	Conventional	4.67
41-3021.00	Realistic	2.33
41-3021.00	Investigative	1.67
41-3021.00	Artistic	1.33
41-3021.00	Social	3.67
41-3021.00	Enterprising	7.00
41-3021.00	Conventional	5.33
41-3031.01	Realistic	1.33
41-3031.01	Investigative	2.33
41-3031.01	Artistic	1.33
41-3031.01	Social	3.33
41-3031.01	Enterprising	7.00
41-3031.01	Conventional	5.67
41-3031.02	Realistic	1.00
41-3031.02	Investigative	2.00
41-3031.02	Artistic	2.00
41-3031.02	Social	3.00
41-3031.02	Enterprising	7.00
41-3031.02	Conventional	4.33
41-3031.03	Realistic	1.00
41-3031.03	Investigative	1.33
41-3031.03	Artistic	1.00
41-3031.03	Social	2.33
41-3031.03	Enterprising	6.67
41-3031.03	Conventional	4.67
41-3041.00	Realistic	2.33
41-3041.00	Investigative	1.33
41-3041.00	Artistic	2.67
41-3041.00	Social	3.67
41-3041.00	Enterprising	7.00
41-3041.00	Conventional	5.67
41-3099.01	Realistic	2.33
41-3099.01	Investigative	1.67
41-3099.01	Artistic	1.67
41-3099.01	Social	3.33
41-3099.01	Enterprising	7.00
41-3099.01	Conventional	5.00
41-4011.00	Realistic	3.33
41-4011.00	Investigative	3.33
41-4011.00	Artistic	1.67
41-4011.00	Social	2.67
41-4011.00	Enterprising	7.00
41-4011.00	Conventional	5.33
41-4011.07	Realistic	3.00
41-4011.07	Investigative	2.00
41-4011.07	Artistic	1.67
41-4011.07	Social	2.67
41-4011.07	Enterprising	6.67
41-4011.07	Conventional	3.67
41-4012.00	Realistic	3.67
41-4012.00	Investigative	2.00
41-4012.00	Artistic	1.00
41-4012.00	Social	3.00
41-4012.00	Enterprising	6.00
41-4012.00	Conventional	6.33
41-9011.00	Realistic	3.67
41-9011.00	Investigative	1.00
41-9011.00	Artistic	2.00
41-9011.00	Social	2.67
41-9011.00	Enterprising	7.00
41-9011.00	Conventional	5.00
41-9012.00	Realistic	4.67
41-9012.00	Investigative	1.00
41-9012.00	Artistic	6.33
41-9012.00	Social	1.33
41-9012.00	Enterprising	5.33
41-9012.00	Conventional	2.67
41-9021.00	Realistic	3.33
41-9021.00	Investigative	1.00
41-9021.00	Artistic	1.33
41-9021.00	Social	3.33
41-9021.00	Enterprising	7.00
41-9021.00	Conventional	5.67
41-9022.00	Realistic	3.33
41-9022.00	Investigative	1.33
41-9022.00	Artistic	1.67
41-9022.00	Social	3.67
41-9022.00	Enterprising	7.00
41-9022.00	Conventional	5.33
41-9031.00	Realistic	5.00
41-9031.00	Investigative	4.00
41-9031.00	Artistic	2.00
41-9031.00	Social	2.33
41-9031.00	Enterprising	7.00
41-9031.00	Conventional	3.00
41-9041.00	Realistic	3.33
41-9041.00	Investigative	1.00
41-9041.00	Artistic	1.33
41-9041.00	Social	2.33
41-9041.00	Enterprising	7.00
41-9041.00	Conventional	5.67
41-9091.00	Realistic	3.00
41-9091.00	Investigative	1.00
41-9091.00	Artistic	2.33
41-9091.00	Social	3.00
41-9091.00	Enterprising	7.00
41-9091.00	Conventional	4.67
43-1011.00	Realistic	1.67
43-1011.00	Investigative	1.33
43-1011.00	Artistic	1.67
43-1011.00	Social	4.33
43-1011.00	Enterprising	6.67
43-1011.00	Conventional	5.67
43-2011.00	Realistic	3.00
43-2011.00	Investigative	1.00
43-2011.00	Artistic	1.00
43-2011.00	Social	3.67
43-2011.00	Enterprising	4.67
43-2011.00	Conventional	6.67
43-2021.00	Realistic	4.00
43-2021.00	Investigative	1.00
43-2021.00	Artistic	1.33
43-2021.00	Social	4.33
43-2021.00	Enterprising	4.00
43-2021.00	Conventional	6.67
43-3011.00	Realistic	2.00
43-3011.00	Investigative	1.33
43-3011.00	Artistic	1.00
43-3011.00	Social	2.33
43-3011.00	Enterprising	5.67
43-3011.00	Conventional	6.67
43-3021.01	Realistic	2.67
43-3021.01	Investigative	2.00
43-3021.01	Artistic	1.33
43-3021.01	Social	4.00
43-3021.01	Enterprising	5.33
43-3021.01	Conventional	7.00
43-3021.02	Realistic	3.00
43-3021.02	Investigative	2.33
43-3021.02	Artistic	1.00
43-3021.02	Social	2.33
43-3021.02	Enterprising	5.00
43-3021.02	Conventional	7.00
43-3031.00	Realistic	2.33
43-3031.00	Investigative	2.33
43-3031.00	Artistic	1.00
43-3031.00	Social	1.67
43-3031.00	Enterprising	3.67
43-3031.00	Conventional	7.00
43-3041.00	Realistic	4.00
43-3041.00	Investigative	1.33
43-3041.00	Artistic	1.00
43-3041.00	Social	2.67
43-3041.00	Enterprising	4.67
43-3041.00	Conventional	7.00
43-3051.00	Realistic	1.67
43-3051.00	Investigative	1.00
43-3051.00	Artistic	1.00
43-3051.00	Social	2.00
43-3051.00	Enterprising	3.67
43-3051.00	Conventional	7.00
43-3061.00	Realistic	2.00
43-3061.00	Investigative	1.67
43-3061.00	Artistic	1.00
43-3061.00	Social	1.00
43-3061.00	Enterprising	4.33
43-3061.00	Conventional	7.00
43-3071.00	Realistic	2.67
43-3071.00	Investigative	1.33
43-3071.00	Artistic	1.00
43-3071.00	Social	2.00
43-3071.00	Enterprising	4.67
43-3071.00	Conventional	6.67
43-4011.00	Realistic	2.67
43-4011.00	Investigative	1.67
43-4011.00	Artistic	1.00
43-4011.00	Social	3.00
43-4011.00	Enterprising	5.33
43-4011.00	Conventional	7.00
43-4021.00	Realistic	2.67
43-4021.00	Investigative	2.33
43-4021.00	Artistic	2.00
43-4021.00	Social	2.67
43-4021.00	Enterprising	4.33
43-4021.00	Conventional	6.67
43-4031.01	Realistic	3.67
43-4031.01	Investigative	2.00
43-4031.01	Artistic	1.00
43-4031.01	Social	3.33
43-4031.01	Enterprising	4.33
43-4031.01	Conventional	7.00
43-4031.02	Realistic	2.00
43-4031.02	Investigative	3.00
43-4031.02	Artistic	1.33
43-4031.02	Social	3.00
43-4031.02	Enterprising	5.00
43-4031.02	Conventional	7.00
43-4031.03	Realistic	1.33
43-4031.03	Investigative	1.33
43-4031.03	Artistic	1.00
43-4031.03	Social	3.00
43-4031.03	Enterprising	4.67
43-4031.03	Conventional	6.67
43-4041.01	Realistic	1.67
43-4041.01	Investigative	1.33
43-4041.01	Artistic	1.00
43-4041.01	Social	2.33
43-4041.01	Enterprising	5.00
43-4041.01	Conventional	6.33
43-4041.02	Realistic	2.00
43-4041.02	Investigative	2.67
43-4041.02	Artistic	1.00
43-4041.02	Social	3.00
43-4041.02	Enterprising	5.33
43-4041.02	Conventional	6.67
43-4051.00	Realistic	1.67
43-4051.00	Investigative	1.33
43-4051.00	Artistic	1.00
43-4051.00	Social	4.33
43-4051.00	Enterprising	6.33
43-4051.00	Conventional	4.33
43-4051.03	Realistic	1.00
43-4051.03	Investigative	2.33
43-4051.03	Artistic	1.67
43-4051.03	Social	6.67
43-4051.03	Enterprising	3.67
43-4051.03	Conventional	2.00
43-4061.00	Realistic	1.33
43-4061.00	Investigative	1.00
43-4061.00	Artistic	1.67
43-4061.00	Social	6.00
43-4061.00	Enterprising	4.33
43-4061.00	Conventional	5.67
43-4071.00	Realistic	4.67
43-4071.00	Investigative	2.33
43-4071.00	Artistic	1.00
43-4071.00	Social	2.33
43-4071.00	Enterprising	3.67
43-4071.00	Conventional	7.00
43-4081.00	Realistic	2.33
43-4081.00	Investigative	1.00
43-4081.00	Artistic	1.33
43-4081.00	Social	4.00
43-4081.00	Enterprising	5.33
43-4081.00	Conventional	6.00
43-4111.00	Realistic	1.33
43-4111.00	Investigative	1.33
43-4111.00	Artistic	1.33
43-4111.00	Social	4.67
43-4111.00	Enterprising	5.33
43-4111.00	Conventional	6.00
43-4121.00	Realistic	5.33
43-4121.00	Investigative	1.67
43-4121.00	Artistic	1.00
43-4121.00	Social	4.00
43-4121.00	Enterprising	2.67
43-4121.00	Conventional	7.00
43-4131.00	Realistic	1.33
43-4131.00	Investigative	1.33
43-4131.00	Artistic	1.00
43-4131.00	Social	2.67
43-4131.00	Enterprising	4.67
43-4131.00	Conventional	7.00
43-4141.00	Realistic	2.33
43-4141.00	Investigative	2.00
43-4141.00	Artistic	1.00
43-4141.00	Social	4.33
43-4141.00	Enterprising	5.67
43-4141.00	Conventional	6.67
43-4151.00	Realistic	3.00
43-4151.00	Investigative	1.33
43-4151.00	Artistic	1.33
43-4151.00	Social	4.00
43-4151.00	Enterprising	5.00
43-4151.00	Conventional	7.00
43-4161.00	Realistic	1.33
43-4161.00	Investigative	1.67
43-4161.00	Artistic	1.00
43-4161.00	Social	3.33
43-4161.00	Enterprising	4.67
43-4161.00	Conventional	7.00
43-4171.00	Realistic	1.67
43-4171.00	Investigative	1.00
43-4171.00	Artistic	1.00
43-4171.00	Social	3.33
43-4171.00	Enterprising	5.33
43-4171.00	Conventional	6.67
43-4181.00	Realistic	1.67
43-4181.00	Investigative	1.33
43-4181.00	Artistic	1.67
43-4181.00	Social	4.00
43-4181.00	Enterprising	5.67
43-4181.00	Conventional	6.33
43-5011.00	Realistic	3.67
43-5011.00	Investigative	1.67
43-5011.00	Artistic	1.00
43-5011.00	Social	2.33
43-5011.00	Enterprising	5.67
43-5011.00	Conventional	6.33
43-5011.01	Realistic	2.67
43-5011.01	Investigative	3.00
43-5011.01	Artistic	1.33
43-5011.01	Social	2.33
43-5011.01	Enterprising	4.67
43-5011.01	Conventional	6.67
43-5021.00	Realistic	7.00
43-5021.00	Investigative	1.00
43-5021.00	Artistic	1.00
43-5021.00	Social	1.67
43-5021.00	Enterprising	3.00
43-5021.00	Conventional	3.33
43-5031.00	Realistic	4.67
43-5031.00	Investigative	2.67
43-5031.00	Artistic	1.00
43-5031.00	Social	3.33
43-5031.00	Enterprising	4.00
43-5031.00	Conventional	6.67
43-5032.00	Realistic	4.00
43-5032.00	Investigative	1.67
43-5032.00	Artistic	1.00
43-5032.00	Social	3.00
43-5032.00	Enterprising	4.00
43-5032.00	Conventional	6.67
43-5041.00	Realistic	5.33
43-5041.00	Investigative	1.67
43-5041.00	Artistic	1.00
43-5041.00	Social	2.67
43-5041.00	Enterprising	2.67
43-5041.00	Conventional	7.00
43-5051.00	Realistic	3.67
43-5051.00	Investigative	1.00
43-5051.00	Artistic	1.33
43-5051.00	Social	3.00
43-5051.00	Enterprising	2.67
43-5051.00	Conventional	7.00
43-5052.00	Realistic	5.67
43-5052.00	Investigative	1.33
43-5052.00	Artistic	1.00
43-5052.00	Social	3.00
43-5052.00	Enterprising	3.33
43-5052.00	Conventional	6.33
43-5053.00	Realistic	4.67
43-5053.00	Investigative	1.00
43-5053.00	Artistic	1.00
43-5053.00	Social	1.33
43-5053.00	Enterprising	2.33
43-5053.00	Conventional	7.00
43-5061.00	Realistic	2.67
43-5061.00	Investigative	1.67
43-5061.00	Artistic	1.00
43-5061.00	Social	1.67
43-5061.00	Enterprising	5.33
43-5061.00	Conventional	6.67
43-5071.00	Realistic	5.00
43-5071.00	Investigative	1.00
43-5071.00	Artistic	1.00
43-5071.00	Social	1.00
43-5071.00	Enterprising	3.67
43-5071.00	Conventional	6.33
43-5081.01	Realistic	5.33
43-5081.01	Investigative	1.33
43-5081.01	Artistic	1.33
43-5081.01	Social	2.67
43-5081.01	Enterprising	4.67
43-5081.01	Conventional	6.00
43-5081.02	Realistic	4.67
43-5081.02	Investigative	1.00
43-5081.02	Artistic	1.00
43-5081.02	Social	1.00
43-5081.02	Enterprising	2.67
43-5081.02	Conventional	5.33
43-5081.03	Realistic	6.33
43-5081.03	Investigative	1.00
43-5081.03	Artistic	1.00
43-5081.03	Social	1.33
43-5081.03	Enterprising	2.67
43-5081.03	Conventional	6.33
43-5081.04	Realistic	5.33
43-5081.04	Investigative	1.67
43-5081.04	Artistic	1.00
43-5081.04	Social	2.00
43-5081.04	Enterprising	3.33
43-5081.04	Conventional	7.00
43-5111.00	Realistic	4.67
43-5111.00	Investigative	2.00
43-5111.00	Artistic	1.00
43-5111.00	Social	1.67
43-5111.00	Enterprising	3.33
43-5111.00	Conventional	7.00
43-6011.00	Realistic	2.67
43-6011.00	Investigative	2.67
43-6011.00	Artistic	1.33
43-6011.00	Social	3.33
43-6011.00	Enterprising	4.67
43-6011.00	Conventional	7.00
43-6012.00	Realistic	2.33
43-6012.00	Investigative	2.00
43-6012.00	Artistic	1.00
43-6012.00	Social	2.33
43-6012.00	Enterprising	4.33
43-6012.00	Conventional	7.00
43-6013.00	Realistic	3.00
43-6013.00	Investigative	3.33
43-6013.00	Artistic	1.33
43-6013.00	Social	4.33
43-6013.00	Enterprising	3.33
43-6013.00	Conventional	7.00
43-6014.00	Realistic	1.33
43-6014.00	Investigative	1.00
43-6014.00	Artistic	1.33
43-6014.00	Social	3.00
43-6014.00	Enterprising	5.00
43-6014.00	Conventional	7.00
43-9011.00	Realistic	5.33
43-9011.00	Investigative	3.67
43-9011.00	Artistic	1.00
43-9011.00	Social	2.00
43-9011.00	Enterprising	3.33
43-9011.00	Conventional	7.00
43-9021.00	Realistic	4.33
43-9021.00	Investigative	2.67
43-9021.00	Artistic	1.00
43-9021.00	Social	1.00
43-9021.00	Enterprising	3.33
43-9021.00	Conventional	7.00
43-9022.00	Realistic	1.33
43-9022.00	Investigative	1.00
43-9022.00	Artistic	1.00
43-9022.00	Social	1.33
43-9022.00	Enterprising	2.67
43-9022.00	Conventional	7.00
43-9031.00	Realistic	3.33
43-9031.00	Investigative	4.00
43-9031.00	Artistic	6.00
43-9031.00	Social	1.33
43-9031.00	Enterprising	2.00
43-9031.00	Conventional	3.67
43-9041.01	Realistic	1.00
43-9041.01	Investigative	2.00
43-9041.01	Artistic	1.00
43-9041.01	Social	3.00
43-9041.01	Enterprising	4.67
43-9041.01	Conventional	6.67
43-9041.02	Realistic	1.00
43-9041.02	Investigative	1.67
43-9041.02	Artistic	1.00
43-9041.02	Social	2.33
43-9041.02	Enterprising	4.33
43-9041.02	Conventional	7.00
43-9051.00	Realistic	6.00
43-9051.00	Investigative	2.33
43-9051.00	Artistic	1.33
43-9051.00	Social	1.33
43-9051.00	Enterprising	2.33
43-9051.00	Conventional	6.67
43-9061.00	Realistic	3.67
43-9061.00	Investigative	1.67
43-9061.00	Artistic	1.00
43-9061.00	Social	3.67
43-9061.00	Enterprising	4.33
43-9061.00	Conventional	7.00
43-9071.00	Realistic	6.00
43-9071.00	Investigative	1.00
43-9071.00	Artistic	1.00
43-9071.00	Social	1.67
43-9071.00	Enterprising	2.67
43-9071.00	Conventional	5.67
43-9081.00	Realistic	1.33
43-9081.00	Investigative	1.67
43-9081.00	Artistic	3.33
43-9081.00	Social	2.67
43-9081.00	Enterprising	2.67
43-9081.00	Conventional	6.67
43-9111.00	Realistic	2.67
43-9111.00	Investigative	5.33
43-9111.00	Artistic	2.00
43-9111.00	Social	1.33
43-9111.00	Enterprising	3.67
43-9111.00	Conventional	7.00
43-9111.01	Realistic	4.33
43-9111.01	Investigative	6.33
43-9111.01	Artistic	1.67
43-9111.01	Social	1.33
43-9111.01	Enterprising	1.67
43-9111.01	Conventional	4.00
45-1011.05	Realistic	5.67
45-1011.05	Investigative	2.00
45-1011.05	Artistic	1.33
45-1011.05	Social	3.00
45-1011.05	Enterprising	7.00
45-1011.05	Conventional	4.33
45-1011.06	Realistic	5.33
45-1011.06	Investigative	2.67
45-1011.06	Artistic	1.00
45-1011.06	Social	2.33
45-1011.06	Enterprising	7.00
45-1011.06	Conventional	5.00
45-1011.07	Realistic	6.33
45-1011.07	Investigative	2.33
45-1011.07	Artistic	1.00
45-1011.07	Social	2.33
45-1011.07	Enterprising	5.33
45-1011.07	Conventional	4.67
45-1011.08	Realistic	6.00
45-1011.08	Investigative	2.33
45-1011.08	Artistic	1.00
45-1011.08	Social	2.00
45-1011.08	Enterprising	6.67
45-1011.08	Conventional	3.33
45-2011.00	Realistic	6.67
45-2011.00	Investigative	4.00
45-2011.00	Artistic	1.33
45-2011.00	Social	1.67
45-2011.00	Enterprising	3.33
45-2011.00	Conventional	4.33
45-2021.00	Realistic	6.67
45-2021.00	Investigative	3.67
45-2021.00	Artistic	1.33
45-2021.00	Social	1.00
45-2021.00	Enterprising	2.67
45-2021.00	Conventional	2.67
45-2041.00	Realistic	6.00
45-2041.00	Investigative	3.00
45-2041.00	Artistic	1.33
45-2041.00	Social	1.00
45-2041.00	Enterprising	1.67
45-2041.00	Conventional	5.67
45-2091.00	Realistic	7.00
45-2091.00	Investigative	1.67
45-2091.00	Artistic	1.00
45-2091.00	Social	1.00
45-2091.00	Enterprising	1.67
45-2091.00	Conventional	2.00
45-2092.01	Realistic	7.00
45-2092.01	Investigative	1.33
45-2092.01	Artistic	1.00
45-2092.01	Social	1.00
45-2092.01	Enterprising	1.33
45-2092.01	Conventional	2.00
45-2092.02	Realistic	7.00
45-2092.02	Investigative	1.33
45-2092.02	Artistic	1.00
45-2092.02	Social	1.00
45-2092.02	Enterprising	1.00
45-2092.02	Conventional	2.00
45-2093.00	Realistic	7.00
45-2093.00	Investigative	1.33
45-2093.00	Artistic	1.00
45-2093.00	Social	1.00
45-2093.00	Enterprising	1.33
45-2093.00	Conventional	2.33
45-3011.00	Realistic	7.00
45-3011.00	Investigative	2.00
45-3011.00	Artistic	1.00
45-3011.00	Social	1.00
45-3011.00	Enterprising	2.33
45-3011.00	Conventional	1.67
45-3021.00	Realistic	7.00
45-3021.00	Investigative	2.33
45-3021.00	Artistic	1.67
45-3021.00	Social	1.00
45-3021.00	Enterprising	1.67
45-3021.00	Conventional	1.67
45-4011.00	Realistic	7.00
45-4011.00	Investigative	3.67
45-4011.00	Artistic	1.33
45-4011.00	Social	1.67
45-4011.00	Enterprising	3.00
45-4011.00	Conventional	4.67
45-4021.00	Realistic	7.00
45-4021.00	Investigative	2.00
45-4021.00	Artistic	1.00
45-4021.00	Social	1.00
45-4021.00	Enterprising	2.00
45-4021.00	Conventional	3.33
45-4022.00	Realistic	7.00
45-4022.00	Investigative	3.67
45-4022.00	Artistic	1.00
45-4022.00	Social	1.00
45-4022.00	Enterprising	1.67
45-4022.00	Conventional	3.67
45-4023.00	Realistic	6.00
45-4023.00	Investigative	2.00
45-4023.00	Artistic	1.00
45-4023.00	Social	1.00
45-4023.00	Enterprising	3.00
45-4023.00	Conventional	4.67
47-1011.00	Realistic	5.67
47-1011.00	Investigative	1.67
47-1011.00	Artistic	1.00
47-1011.00	Social	2.33
47-1011.00	Enterprising	7.00
47-1011.00	Conventional	4.67
47-1011.03	Realistic	4.33
47-1011.03	Investigative	2.33
47-1011.03	Artistic	1.33
47-1011.03	Social	2.33
47-1011.03	Enterprising	6.67
47-1011.03	Conventional	3.00
47-2011.00	Realistic	7.00
47-2011.00	Investigative	1.67
47-2011.00	Artistic	1.00
47-2011.00	Social	1.00
47-2011.00	Enterprising	1.67
47-2011.00	Conventional	2.67
47-2021.00	Realistic	7.00
47-2021.00	Investigative	4.33
47-2021.00	Artistic	2.67
47-2021.00	Social	1.00
47-2021.00	Enterprising	1.33
47-2021.00	Conventional	4.33
47-2022.00	Realistic	7.00
47-2022.00	Investigative	1.00
47-2022.00	Artistic	2.00
47-2022.00	Social	1.33
47-2022.00	Enterprising	2.00
47-2022.00	Conventional	2.00
47-2031.01	Realistic	7.00
47-2031.01	Investigative	3.67
47-2031.01	Artistic	2.67
47-2031.01	Social	1.00
47-2031.01	Enterprising	1.67
47-2031.01	Conventional	4.67
47-2031.02	Realistic	7.00
47-2031.02	Investigative	4.67
47-2031.02	Artistic	2.33
47-2031.02	Social	1.00
47-2031.02	Enterprising	1.67
47-2031.02	Conventional	4.67
47-2041.00	Realistic	7.00
47-2041.00	Investigative	1.33
47-2041.00	Artistic	1.33
47-2041.00	Social	1.67
47-2041.00	Enterprising	3.00
47-2041.00	Conventional	2.67
47-2042.00	Realistic	7.00
47-2042.00	Investigative	3.00
47-2042.00	Artistic	2.33
47-2042.00	Social	1.00
47-2042.00	Enterprising	1.33
47-2042.00	Conventional	5.33
47-2043.00	Realistic	7.00
47-2043.00	Investigative	1.00
47-2043.00	Artistic	1.00
47-2043.00	Social	1.00
47-2043.00	Enterprising	1.33
47-2043.00	Conventional	2.00
47-2044.00	Realistic	7.00
47-2044.00	Investigative	2.67
47-2044.00	Artistic	3.67
47-2044.00	Social	1.33
47-2044.00	Enterprising	1.67
47-2044.00	Conventional	4.67
47-2051.00	Realistic	7.00
47-2051.00	Investigative	1.67
47-2051.00	Artistic	1.33
47-2051.00	Social	1.00
47-2051.00	Enterprising	3.00
47-2051.00	Conventional	2.67
47-2053.00	Realistic	7.00
47-2053.00	Investigative	1.00
47-2053.00	Artistic	2.00
47-2053.00	Social	1.00
47-2053.00	Enterprising	1.67
47-2053.00	Conventional	2.00
47-2061.00	Realistic	7.00
47-2061.00	Investigative	1.00
47-2061.00	Artistic	1.00
47-2061.00	Social	1.00
47-2061.00	Enterprising	2.33
47-2061.00	Conventional	2.67
47-2071.00	Realistic	7.00
47-2071.00	Investigative	1.00
47-2071.00	Artistic	1.00
47-2071.00	Social	1.00
47-2071.00	Enterprising	2.33
47-2071.00	Conventional	2.67
47-2072.00	Realistic	7.00
47-2072.00	Investigative	3.33
47-2072.00	Artistic	1.33
47-2072.00	Social	1.00
47-2072.00	Enterprising	1.67
47-2072.00	Conventional	3.67
47-2073.00	Realistic	7.00
47-2073.00	Investigative	3.33
47-2073.00	Artistic	1.00
47-2073.00	Social	1.00
47-2073.00	Enterprising	1.67
47-2073.00	Conventional	4.33
47-2081.00	Realistic	7.00
47-2081.00	Investigative	3.00
47-2081.00	Artistic	2.00
47-2081.00	Social	1.33
47-2081.00	Enterprising	2.00
47-2081.00	Conventional	5.33
47-2082.00	Realistic	7.00
47-2082.00	Investigative	1.67
47-2082.00	Artistic	1.00
47-2082.00	Social	1.00
47-2082.00	Enterprising	1.67
47-2082.00	Conventional	2.33
47-2111.00	Realistic	7.00
47-2111.00	Investigative	3.33
47-2111.00	Artistic	1.33
47-2111.00	Social	1.33
47-2111.00	Enterprising	2.67
47-2111.00	Conventional	3.33
47-2121.00	Realistic	7.00
47-2121.00	Investigative	1.33
47-2121.00	Artistic	1.00
47-2121.00	Social	1.00
47-2121.00	Enterprising	2.00
47-2121.00	Conventional	2.67
47-2131.00	Realistic	6.67
47-2131.00	Investigative	1.33
47-2131.00	Artistic	1.00
47-2131.00	Social	1.00
47-2131.00	Enterprising	1.67
47-2131.00	Conventional	2.33
47-2132.00	Realistic	7.00
47-2132.00	Investigative	4.00
47-2132.00	Artistic	1.67
47-2132.00	Social	1.00
47-2132.00	Enterprising	1.67
47-2132.00	Conventional	5.00
47-2141.00	Realistic	7.00
47-2141.00	Investigative	1.00
47-2141.00	Artistic	1.67
47-2141.00	Social	1.00
47-2141.00	Enterprising	1.67
47-2141.00	Conventional	2.67
47-2142.00	Realistic	7.00
47-2142.00	Investigative	2.33
47-2142.00	Artistic	2.00
47-2142.00	Social	1.00
47-2142.00	Enterprising	2.00
47-2142.00	Conventional	4.67
47-2151.00	Realistic	7.00
47-2151.00	Investigative	1.33
47-2151.00	Artistic	1.00
47-2151.00	Social	1.33
47-2151.00	Enterprising	2.33
47-2151.00	Conventional	2.33
47-2152.01	Realistic	7.00
47-2152.01	Investigative	2.00
47-2152.01	Artistic	1.33
47-2152.01	Social	1.00
47-2152.01	Enterprising	2.00
47-2152.01	Conventional	3.00
47-2152.02	Realistic	7.00
47-2152.02	Investigative	4.33
47-2152.02	Artistic	1.67
47-2152.02	Social	1.00
47-2152.02	Enterprising	2.33
47-2152.02	Conventional	5.00
47-2161.00	Realistic	7.00
47-2161.00	Investigative	1.00
47-2161.00	Artistic	2.33
47-2161.00	Social	1.00
47-2161.00	Enterprising	2.00
47-2161.00	Conventional	2.33
47-2171.00	Realistic	7.00
47-2171.00	Investigative	3.33
47-2171.00	Artistic	1.67
47-2171.00	Social	1.00
47-2171.00	Enterprising	1.00
47-2171.00	Conventional	4.67
47-2181.00	Realistic	7.00
47-2181.00	Investigative	2.00
47-2181.00	Artistic	1.00
47-2181.00	Social	1.00
47-2181.00	Enterprising	1.67
47-2181.00	Conventional	2.67
47-2211.00	Realistic	7.00
47-2211.00	Investigative	1.33
47-2211.00	Artistic	1.67
47-2211.00	Social	1.00
47-2211.00	Enterprising	1.67
47-2211.00	Conventional	2.00
47-2221.00	Realistic	7.00
47-2221.00	Investigative	3.00
47-2221.00	Artistic	1.33
47-2221.00	Social	1.00
47-2221.00	Enterprising	2.00
47-2221.00	Conventional	3.00
47-2231.00	Realistic	6.67
47-2231.00	Investigative	2.67
47-2231.00	Artistic	1.33
47-2231.00	Social	1.67
47-2231.00	Enterprising	1.67
47-2231.00	Conventional	4.00
47-3011.00	Realistic	7.00
47-3011.00	Investigative	1.00
47-3011.00	Artistic	1.00
47-3011.00	Social	1.33
47-3011.00	Enterprising	1.67
47-3011.00	Conventional	2.33
47-3012.00	Realistic	7.00
47-3012.00	Investigative	2.00
47-3012.00	Artistic	1.33
47-3012.00	Social	1.33
47-3012.00	Enterprising	2.33
47-3012.00	Conventional	4.33
47-3013.00	Realistic	6.67
47-3013.00	Investigative	2.67
47-3013.00	Artistic	1.33
47-3013.00	Social	1.33
47-3013.00	Enterprising	1.67
47-3013.00	Conventional	3.33
47-3014.00	Realistic	6.67
47-3014.00	Investigative	1.00
47-3014.00	Artistic	1.67
47-3014.00	Social	1.33
47-3014.00	Enterprising	2.33
47-3014.00	Conventional	2.67
47-3015.00	Realistic	7.00
47-3015.00	Investigative	1.33
47-3015.00	Artistic	1.00
47-3015.00	Social	1.00
47-3015.00	Enterprising	1.67
47-3015.00	Conventional	2.33
47-3016.00	Realistic	7.00
47-3016.00	Investigative	2.00
47-3016.00	Artistic	1.00
47-3016.00	Social	2.00
47-3016.00	Enterprising	2.00
47-3016.00	Conventional	4.33
47-4011.00	Realistic	7.00
47-4011.00	Investigative	4.67
47-4011.00	Artistic	1.33
47-4011.00	Social	1.00
47-4011.00	Enterprising	2.67
47-4011.00	Conventional	6.00
47-4021.00	Realistic	7.00
47-4021.00	Investigative	5.00
47-4021.00	Artistic	1.67
47-4021.00	Social	1.00
