onet	ks	element_name	level	importance
11-3051.04	skill	Systems Analysis	3.62	3.38
11-3051.04	skill	Systems Evaluation	3.50	3.25
11-3051.04	skill	Time Management	3.75	3.75
11-3051.04	skill	Management of Financial Resources	4.00	3.38
11-3051.04	skill	Management of Material Resources	3.62	3.12
11-3051.04	skill	Management of Personnel Resources	4.00	3.75
11-3051.06	skill	Reading Comprehension	4.12	3.88
11-3051.06	skill	Active Listening	4.00	4.12
11-3051.06	skill	Writing	3.88	3.50
11-3051.06	skill	Speaking	4.12	4.12
11-3051.06	skill	Mathematics	3.50	3.25
11-3051.06	skill	Science	3.25	3.25
11-3051.06	skill	Critical Thinking	4.00	3.75
11-3051.06	skill	Active Learning	3.62	3.62
11-3051.06	skill	Learning Strategies	3.75	3.62
11-3051.06	skill	Monitoring	3.75	3.88
11-3051.06	skill	Social Perceptiveness	3.62	3.25
11-3051.06	skill	Coordination	3.75	3.50
11-3051.06	skill	Persuasion	3.50	3.38
11-3051.06	skill	Negotiation	3.62	3.25
11-3051.06	skill	Instructing	3.88	3.38
11-3051.06	skill	Service Orientation	3.38	3.38
11-3051.06	skill	Complex Problem Solving	3.75	3.62
11-3051.06	skill	Operations Analysis	2.00	2.12
11-3051.06	skill	Technology Design	1.38	1.88
11-3051.06	skill	Equipment Selection	1.88	2.12
11-3051.06	skill	Installation	0.38	1.25
11-3051.06	skill	Programming	1.38	2.12
11-3051.06	skill	Operation Monitoring	3.62	3.38
11-3051.06	skill	Operation and Control	3.25	3.25
11-3051.06	skill	Equipment Maintenance	2.62	2.75
11-3051.06	skill	Troubleshooting	3.00	2.75
11-3051.06	skill	Repairing	2.75	2.38
11-3051.06	skill	Quality Control Analysis	3.38	3.25
11-3051.06	skill	Judgment and Decision Making	3.88	3.88
11-3051.06	skill	Systems Analysis	3.38	3.38
11-3051.06	skill	Systems Evaluation	3.50	3.38
11-3051.06	skill	Time Management	3.75	3.75
11-3051.06	skill	Management of Financial Resources	3.38	3.00
11-3051.06	skill	Management of Material Resources	3.38	3.00
11-3051.06	skill	Management of Personnel Resources	3.75	3.75
11-3061.00	skill	Reading Comprehension	4.00	3.62
11-3061.00	skill	Active Listening	4.12	3.88
11-3061.00	skill	Writing	4.00	3.62
11-3061.00	skill	Speaking	4.00	3.88
11-3061.00	skill	Mathematics	3.50	2.88
11-3061.00	skill	Science	0.62	1.38
11-3061.00	skill	Critical Thinking	4.00	3.88
11-3061.00	skill	Active Learning	4.12	3.38
11-3061.00	skill	Learning Strategies	3.75	3.38
11-3061.00	skill	Monitoring	4.25	3.62
11-3061.00	skill	Social Perceptiveness	4.12	3.75
11-3061.00	skill	Coordination	4.25	4.00
11-3061.00	skill	Persuasion	4.38	3.75
11-3061.00	skill	Negotiation	4.38	3.75
11-3061.00	skill	Instructing	3.62	3.38
11-3061.00	skill	Service Orientation	3.62	3.50
11-3061.00	skill	Complex Problem Solving	3.12	3.25
11-3061.00	skill	Operations Analysis	2.62	2.50
11-3061.00	skill	Technology Design	1.12	1.75
11-3061.00	skill	Equipment Selection	0.00	1.00
11-3061.00	skill	Installation	0.00	1.00
11-3061.00	skill	Programming	1.12	1.62
11-3061.00	skill	Operation Monitoring	1.88	2.12
11-3061.00	skill	Operation and Control	0.38	1.25
11-3061.00	skill	Equipment Maintenance	0.00	1.00
11-3061.00	skill	Troubleshooting	1.50	2.00
11-3061.00	skill	Repairing	0.00	1.00
11-3061.00	skill	Quality Control Analysis	3.00	2.75
11-3061.00	skill	Judgment and Decision Making	3.88	3.62
11-3061.00	skill	Systems Analysis	3.75	3.25
11-3061.00	skill	Systems Evaluation	3.75	3.12
11-3061.00	skill	Time Management	3.88	3.75
11-3061.00	skill	Management of Financial Resources	4.38	3.38
11-3061.00	skill	Management of Material Resources	3.88	3.12
11-3061.00	skill	Management of Personnel Resources	4.25	3.75
11-3071.01	skill	Reading Comprehension	4.00	4.00
11-3071.01	skill	Active Listening	3.88	3.88
11-3071.01	skill	Writing	3.88	3.75
11-3071.01	skill	Speaking	4.00	4.00
11-3071.01	skill	Mathematics	3.25	3.12
11-3071.01	skill	Science	0.88	1.75
11-3071.01	skill	Critical Thinking	4.00	3.88
11-3071.01	skill	Active Learning	3.62	3.25
11-3071.01	skill	Learning Strategies	3.50	3.00
11-3071.01	skill	Monitoring	4.12	3.88
11-3071.01	skill	Social Perceptiveness	3.88	3.38
11-3071.01	skill	Coordination	4.12	3.75
11-3071.01	skill	Persuasion	3.75	3.50
11-3071.01	skill	Negotiation	3.75	3.50
11-3071.01	skill	Instructing	3.50	3.25
11-3071.01	skill	Service Orientation	3.25	2.88
11-3071.01	skill	Complex Problem Solving	3.50	3.62
11-3071.01	skill	Operations Analysis	3.12	3.00
11-3071.01	skill	Technology Design	1.00	1.75
11-3071.01	skill	Equipment Selection	0.00	1.00
11-3071.01	skill	Installation	0.00	1.00
11-3071.01	skill	Programming	0.38	1.38
11-3071.01	skill	Operation Monitoring	1.50	1.75
11-3071.01	skill	Operation and Control	1.38	1.62
11-3071.01	skill	Equipment Maintenance	0.00	1.00
11-3071.01	skill	Troubleshooting	0.50	1.38
11-3071.01	skill	Repairing	0.25	1.12
11-3071.01	skill	Quality Control Analysis	1.62	2.12
11-3071.01	skill	Judgment and Decision Making	3.75	3.62
11-3071.01	skill	Systems Analysis	3.75	3.12
11-3071.01	skill	Systems Evaluation	4.00	3.25
11-3071.01	skill	Time Management	3.88	3.62
11-3071.01	skill	Management of Financial Resources	3.12	2.88
11-3071.01	skill	Management of Material Resources	2.88	2.75
11-3071.01	skill	Management of Personnel Resources	3.62	3.50
11-3071.02	skill	Reading Comprehension	4.00	3.62
11-3071.02	skill	Active Listening	4.00	3.75
11-3071.02	skill	Writing	3.25	3.50
11-3071.02	skill	Speaking	3.88	3.88
11-3071.02	skill	Mathematics	3.00	3.00
11-3071.02	skill	Science	0.12	1.12
11-3071.02	skill	Critical Thinking	4.00	4.00
11-3071.02	skill	Active Learning	3.25	3.00
11-3071.02	skill	Learning Strategies	3.25	3.00
11-3071.02	skill	Monitoring	3.88	4.00
11-3071.02	skill	Social Perceptiveness	3.62	3.12
11-3071.02	skill	Coordination	3.88	3.88
11-3071.02	skill	Persuasion	3.38	3.25
11-3071.02	skill	Negotiation	3.25	3.12
11-3071.02	skill	Instructing	3.12	3.12
11-3071.02	skill	Service Orientation	3.12	3.12
11-3071.02	skill	Complex Problem Solving	3.12	3.75
11-3071.02	skill	Operations Analysis	3.00	2.88
11-3071.02	skill	Technology Design	0.75	1.50
11-3071.02	skill	Equipment Selection	0.50	1.38
11-3071.02	skill	Installation	0.00	1.00
11-3071.02	skill	Programming	0.62	1.38
11-3071.02	skill	Operation Monitoring	2.62	3.00
11-3071.02	skill	Operation and Control	2.50	2.50
11-3071.02	skill	Equipment Maintenance	0.00	1.00
11-3071.02	skill	Troubleshooting	1.38	2.12
11-3071.02	skill	Repairing	0.00	1.00
11-3071.02	skill	Quality Control Analysis	2.38	2.50
11-3071.02	skill	Judgment and Decision Making	3.25	3.25
11-3071.02	skill	Systems Analysis	3.38	3.38
11-3071.02	skill	Systems Evaluation	3.38	3.25
11-3071.02	skill	Time Management	3.75	3.25
11-3071.02	skill	Management of Financial Resources	3.62	3.25
11-3071.02	skill	Management of Material Resources	3.25	3.12
11-3071.02	skill	Management of Personnel Resources	3.88	3.62
11-3071.03	skill	Reading Comprehension	4.00	4.00
11-3071.03	skill	Active Listening	4.00	3.88
11-3071.03	skill	Writing	3.88	3.62
11-3071.03	skill	Speaking	4.00	3.88
11-3071.03	skill	Mathematics	3.25	3.12
11-3071.03	skill	Science	0.38	1.38
11-3071.03	skill	Critical Thinking	4.25	3.88
11-3071.03	skill	Active Learning	4.12	3.62
11-3071.03	skill	Learning Strategies	3.38	3.25
11-3071.03	skill	Monitoring	4.38	3.75
11-3071.03	skill	Social Perceptiveness	3.50	3.38
11-3071.03	skill	Coordination	4.00	3.88
11-3071.03	skill	Persuasion	3.62	3.50
11-3071.03	skill	Negotiation	3.75	3.75
11-3071.03	skill	Instructing	3.12	3.00
11-3071.03	skill	Service Orientation	3.25	3.12
11-3071.03	skill	Complex Problem Solving	3.88	3.75
11-3071.03	skill	Operations Analysis	2.75	2.62
11-3071.03	skill	Technology Design	0.62	1.62
11-3071.03	skill	Equipment Selection	0.00	1.00
11-3071.03	skill	Installation	0.00	1.00
11-3071.03	skill	Programming	0.75	1.62
11-3071.03	skill	Operation Monitoring	2.75	2.50
11-3071.03	skill	Operation and Control	1.62	2.00
11-3071.03	skill	Equipment Maintenance	0.00	1.00
11-3071.03	skill	Troubleshooting	1.12	1.88
11-3071.03	skill	Repairing	0.00	1.00
11-3071.03	skill	Quality Control Analysis	1.88	2.25
11-3071.03	skill	Judgment and Decision Making	3.88	3.75
11-3071.03	skill	Systems Analysis	3.25	3.25
11-3071.03	skill	Systems Evaluation	3.62	3.38
11-3071.03	skill	Time Management	4.00	3.75
11-3071.03	skill	Management of Financial Resources	3.25	3.00
11-3071.03	skill	Management of Material Resources	3.38	3.12
11-3071.03	skill	Management of Personnel Resources	3.88	3.62
11-3111.00	skill	Reading Comprehension	4.00	4.00
11-3111.00	skill	Active Listening	4.12	4.00
11-3111.00	skill	Writing	4.00	3.75
11-3111.00	skill	Speaking	4.00	4.00
11-3111.00	skill	Mathematics	2.88	2.88
11-3111.00	skill	Science	0.25	1.12
11-3111.00	skill	Critical Thinking	4.00	3.88
11-3111.00	skill	Active Learning	3.75	3.75
11-3111.00	skill	Learning Strategies	3.00	3.00
11-3111.00	skill	Monitoring	3.38	3.50
11-3111.00	skill	Social Perceptiveness	3.62	3.50
11-3111.00	skill	Coordination	3.62	3.25
11-3111.00	skill	Persuasion	3.25	3.25
11-3111.00	skill	Negotiation	3.12	3.12
11-3111.00	skill	Instructing	3.12	3.12
11-3111.00	skill	Service Orientation	3.12	3.25
11-3111.00	skill	Complex Problem Solving	3.25	3.38
11-3111.00	skill	Operations Analysis	3.12	3.00
11-3111.00	skill	Technology Design	0.75	1.62
11-3111.00	skill	Equipment Selection	0.00	1.00
11-3111.00	skill	Installation	0.00	1.00
11-3111.00	skill	Programming	0.62	1.50
11-3111.00	skill	Operation Monitoring	1.12	1.88
11-3111.00	skill	Operation and Control	0.00	1.00
11-3111.00	skill	Equipment Maintenance	0.00	1.00
11-3111.00	skill	Troubleshooting	0.00	1.00
11-3111.00	skill	Repairing	0.00	1.00
11-3111.00	skill	Quality Control Analysis	0.75	1.62
11-3111.00	skill	Judgment and Decision Making	4.00	3.88
11-3111.00	skill	Systems Analysis	3.88	3.25
11-3111.00	skill	Systems Evaluation	3.88	3.25
11-3111.00	skill	Time Management	3.88	3.62
11-3111.00	skill	Management of Financial Resources	3.62	3.12
11-3111.00	skill	Management of Material Resources	2.00	2.00
11-3111.00	skill	Management of Personnel Resources	3.50	3.62
11-3121.00	skill	Reading Comprehension	4.25	3.88
11-3121.00	skill	Active Listening	4.38	4.00
11-3121.00	skill	Writing	4.12	3.50
11-3121.00	skill	Speaking	4.00	4.00
11-3121.00	skill	Mathematics	3.38	2.88
11-3121.00	skill	Science	1.50	1.88
11-3121.00	skill	Critical Thinking	4.25	3.88
11-3121.00	skill	Active Learning	4.12	3.50
11-3121.00	skill	Learning Strategies	4.00	3.25
11-3121.00	skill	Monitoring	4.38	3.62
11-3121.00	skill	Social Perceptiveness	4.12	4.00
11-3121.00	skill	Coordination	4.12	3.88
11-3121.00	skill	Persuasion	4.12	3.62
11-3121.00	skill	Negotiation	4.00	3.75
11-3121.00	skill	Instructing	4.00	3.38
11-3121.00	skill	Service Orientation	3.75	3.38
11-3121.00	skill	Complex Problem Solving	3.75	3.62
11-3121.00	skill	Operations Analysis	2.75	2.62
11-3121.00	skill	Technology Design	1.12	1.75
11-3121.00	skill	Equipment Selection	0.00	1.00
11-3121.00	skill	Installation	0.00	1.00
11-3121.00	skill	Programming	1.62	2.00
11-3121.00	skill	Operation Monitoring	1.12	1.75
11-3121.00	skill	Operation and Control	0.38	1.25
11-3121.00	skill	Equipment Maintenance	0.00	1.00
11-3121.00	skill	Troubleshooting	0.00	1.00
11-3121.00	skill	Repairing	0.00	1.00
11-3121.00	skill	Quality Control Analysis	1.38	1.75
11-3121.00	skill	Judgment and Decision Making	4.12	3.75
11-3121.00	skill	Systems Analysis	3.88	3.62
11-3121.00	skill	Systems Evaluation	4.25	3.62
11-3121.00	skill	Time Management	4.12	3.62
11-3121.00	skill	Management of Financial Resources	3.88	2.88
11-3121.00	skill	Management of Material Resources	3.25	2.62
11-3121.00	skill	Management of Personnel Resources	4.62	4.00
11-3131.00	skill	Reading Comprehension	4.00	4.00
11-3131.00	skill	Active Listening	4.00	4.00
11-3131.00	skill	Writing	4.00	3.88
11-3131.00	skill	Speaking	4.75	4.00
11-3131.00	skill	Mathematics	3.00	3.00
11-3131.00	skill	Science	0.88	1.88
11-3131.00	skill	Critical Thinking	4.00	3.88
11-3131.00	skill	Active Learning	4.25	3.88
11-3131.00	skill	Learning Strategies	5.25	4.38
11-3131.00	skill	Monitoring	4.25	3.88
11-3131.00	skill	Social Perceptiveness	4.00	3.88
11-3131.00	skill	Coordination	4.00	4.00
11-3131.00	skill	Persuasion	3.88	3.75
11-3131.00	skill	Negotiation	3.25	3.12
11-3131.00	skill	Instructing	4.75	4.12
11-3131.00	skill	Service Orientation	3.62	3.62
11-3131.00	skill	Complex Problem Solving	4.00	3.62
11-3131.00	skill	Operations Analysis	2.88	2.75
11-3131.00	skill	Technology Design	0.75	1.75
11-3131.00	skill	Equipment Selection	0.00	1.00
11-3131.00	skill	Installation	0.00	1.00
11-3131.00	skill	Programming	0.75	1.75
11-3131.00	skill	Operation Monitoring	1.12	1.62
11-3131.00	skill	Operation and Control	0.00	1.00
11-3131.00	skill	Equipment Maintenance	0.00	1.00
11-3131.00	skill	Troubleshooting	0.25	1.25
11-3131.00	skill	Repairing	0.00	1.00
11-3131.00	skill	Quality Control Analysis	2.12	2.38
11-3131.00	skill	Judgment and Decision Making	4.00	3.88
11-3131.00	skill	Systems Analysis	3.88	3.38
11-3131.00	skill	Systems Evaluation	4.00	3.38
11-3131.00	skill	Time Management	4.00	3.75
11-3131.00	skill	Management of Financial Resources	3.88	3.62
11-3131.00	skill	Management of Material Resources	3.00	3.00
11-3131.00	skill	Management of Personnel Resources	4.12	3.62
11-9013.01	skill	Reading Comprehension	3.62	3.38
11-9013.01	skill	Active Listening	3.50	3.75
11-9013.01	skill	Writing	3.38	3.12
11-9013.01	skill	Speaking	3.62	4.00
11-9013.01	skill	Mathematics	2.25	2.38
11-9013.01	skill	Science	2.75	2.88
11-9013.01	skill	Critical Thinking	3.88	3.75
11-9013.01	skill	Active Learning	3.25	3.38
11-9013.01	skill	Learning Strategies	3.00	3.00
11-9013.01	skill	Monitoring	3.38	3.88
11-9013.01	skill	Social Perceptiveness	3.38	3.50
11-9013.01	skill	Coordination	3.25	3.88
11-9013.01	skill	Persuasion	3.25	3.38
11-9013.01	skill	Negotiation	3.12	3.50
11-9013.01	skill	Instructing	3.50	3.75
11-9013.01	skill	Service Orientation	3.00	3.12
11-9013.01	skill	Complex Problem Solving	3.00	3.50
11-9013.01	skill	Operations Analysis	2.25	2.25
11-9013.01	skill	Technology Design	0.88	1.62
11-9013.01	skill	Equipment Selection	1.38	2.00
11-9013.01	skill	Installation	0.12	1.12
11-9013.01	skill	Programming	0.50	1.50
11-9013.01	skill	Operation Monitoring	2.75	2.88
11-9013.01	skill	Operation and Control	2.38	2.38
11-9013.01	skill	Equipment Maintenance	1.50	1.88
11-9013.01	skill	Troubleshooting	1.75	2.25
11-9013.01	skill	Repairing	1.38	1.88
11-9013.01	skill	Quality Control Analysis	2.50	2.75
11-9013.01	skill	Judgment and Decision Making	3.38	3.75
11-9013.01	skill	Systems Analysis	2.62	2.75
11-9013.01	skill	Systems Evaluation	2.88	3.12
11-9013.01	skill	Time Management	3.50	3.62
11-9013.01	skill	Management of Financial Resources	2.75	3.00
11-9013.01	skill	Management of Material Resources	3.12	3.12
11-9013.01	skill	Management of Personnel Resources	3.50	4.00
11-9013.02	skill	Reading Comprehension	3.75	3.25
11-9013.02	skill	Active Listening	3.50	3.38
11-9013.02	skill	Writing	3.50	2.88
11-9013.02	skill	Speaking	3.75	3.62
11-9013.02	skill	Mathematics	3.75	3.12
11-9013.02	skill	Science	2.50	2.50
11-9013.02	skill	Critical Thinking	4.12	4.00
11-9013.02	skill	Active Learning	3.50	3.12
11-9013.02	skill	Learning Strategies	3.38	3.00
11-9013.02	skill	Monitoring	3.75	3.50
11-9013.02	skill	Social Perceptiveness	3.25	3.00
11-9013.02	skill	Coordination	3.88	3.50
11-9013.02	skill	Persuasion	3.62	3.25
11-9013.02	skill	Negotiation	3.75	3.12
11-9013.02	skill	Instructing	3.12	2.88
11-9013.02	skill	Service Orientation	2.62	2.50
11-9013.02	skill	Complex Problem Solving	3.50	3.25
11-9013.02	skill	Operations Analysis	2.25	2.12
11-9013.02	skill	Technology Design	1.00	1.75
11-9013.02	skill	Equipment Selection	2.50	2.50
11-9013.02	skill	Installation	0.12	1.12
11-9013.02	skill	Programming	0.62	1.50
11-9013.02	skill	Operation Monitoring	3.12	3.25
11-9013.02	skill	Operation and Control	2.88	3.12
11-9013.02	skill	Equipment Maintenance	2.50	2.25
11-9013.02	skill	Troubleshooting	2.38	2.50
11-9013.02	skill	Repairing	2.25	2.25
11-9013.02	skill	Quality Control Analysis	3.00	3.12
11-9013.02	skill	Judgment and Decision Making	3.88	3.75
11-9013.02	skill	Systems Analysis	3.38	3.25
11-9013.02	skill	Systems Evaluation	3.38	3.12
11-9013.02	skill	Time Management	3.75	3.38
11-9013.02	skill	Management of Financial Resources	3.62	2.75
11-9013.02	skill	Management of Material Resources	3.50	2.88
11-9013.02	skill	Management of Personnel Resources	3.12	3.00
11-9013.03	skill	Reading Comprehension	3.88	3.75
11-9013.03	skill	Active Listening	4.00	3.62
11-9013.03	skill	Writing	3.88	3.50
11-9013.03	skill	Speaking	3.88	4.00
11-9013.03	skill	Mathematics	2.50	2.62
11-9013.03	skill	Science	3.38	3.25
11-9013.03	skill	Critical Thinking	3.62	3.88
11-9013.03	skill	Active Learning	3.50	3.38
11-9013.03	skill	Learning Strategies	3.00	3.12
11-9013.03	skill	Monitoring	4.00	4.00
11-9013.03	skill	Social Perceptiveness	3.50	3.50
11-9013.03	skill	Coordination	3.75	3.12
11-9013.03	skill	Persuasion	3.25	3.12
11-9013.03	skill	Negotiation	3.25	3.12
11-9013.03	skill	Instructing	3.00	3.00
11-9013.03	skill	Service Orientation	3.12	3.00
11-9013.03	skill	Complex Problem Solving	3.25	3.50
11-9013.03	skill	Operations Analysis	2.75	2.75
11-9013.03	skill	Technology Design	1.25	1.88
11-9013.03	skill	Equipment Selection	2.00	2.12
11-9013.03	skill	Installation	0.00	1.00
11-9013.03	skill	Programming	1.00	1.88
11-9013.03	skill	Operation Monitoring	3.12	3.25
11-9013.03	skill	Operation and Control	3.00	3.12
11-9013.03	skill	Equipment Maintenance	2.62	2.25
11-9013.03	skill	Troubleshooting	2.50	2.38
11-9013.03	skill	Repairing	2.00	2.12
11-9013.03	skill	Quality Control Analysis	3.12	3.00
11-9013.03	skill	Judgment and Decision Making	3.50	3.75
11-9013.03	skill	Systems Analysis	3.62	3.25
11-9013.03	skill	Systems Evaluation	3.50	3.25
11-9013.03	skill	Time Management	3.50	3.88
11-9013.03	skill	Management of Financial Resources	3.25	2.88
11-9013.03	skill	Management of Material Resources	3.12	2.50
11-9013.03	skill	Management of Personnel Resources	3.88	3.50
11-9021.00	skill	Reading Comprehension	4.00	3.75
11-9021.00	skill	Active Listening	4.00	3.88
11-9021.00	skill	Writing	4.00	3.38
11-9021.00	skill	Speaking	4.00	3.88
11-9021.00	skill	Mathematics	3.75	3.25
11-9021.00	skill	Science	2.25	2.12
11-9021.00	skill	Critical Thinking	4.00	3.88
11-9021.00	skill	Active Learning	3.88	3.62
11-9021.00	skill	Learning Strategies	3.50	2.88
11-9021.00	skill	Monitoring	4.12	3.62
11-9021.00	skill	Social Perceptiveness	3.88	3.38
11-9021.00	skill	Coordination	4.25	3.75
11-9021.00	skill	Persuasion	3.88	3.12
11-9021.00	skill	Negotiation	4.00	3.62
11-9021.00	skill	Instructing	3.50	2.88
11-9021.00	skill	Service Orientation	3.00	3.00
11-9021.00	skill	Complex Problem Solving	3.88	3.75
11-9021.00	skill	Operations Analysis	3.62	3.38
11-9021.00	skill	Technology Design	1.25	1.88
11-9021.00	skill	Equipment Selection	0.25	1.12
11-9021.00	skill	Installation	0.00	1.00
11-9021.00	skill	Programming	0.62	1.50
11-9021.00	skill	Operation Monitoring	3.00	2.75
11-9021.00	skill	Operation and Control	2.12	2.12
11-9021.00	skill	Equipment Maintenance	0.00	1.00
11-9021.00	skill	Troubleshooting	2.25	2.00
11-9021.00	skill	Repairing	0.00	1.00
11-9021.00	skill	Quality Control Analysis	3.12	3.00
11-9021.00	skill	Judgment and Decision Making	4.00	3.50
11-9021.00	skill	Systems Analysis	3.88	3.12
11-9021.00	skill	Systems Evaluation	3.88	3.12
11-9021.00	skill	Time Management	4.00	3.75
11-9021.00	skill	Management of Financial Resources	4.00	3.38
11-9021.00	skill	Management of Material Resources	4.00	3.25
11-9021.00	skill	Management of Personnel Resources	4.00	3.75
11-9031.00	skill	Reading Comprehension	4.12	3.88
11-9031.00	skill	Active Listening	3.88	4.00
11-9031.00	skill	Writing	3.75	3.75
11-9031.00	skill	Speaking	3.88	4.00
11-9031.00	skill	Mathematics	2.50	2.62
11-9031.00	skill	Science	0.25	1.12
11-9031.00	skill	Critical Thinking	3.88	3.88
11-9031.00	skill	Active Learning	3.62	3.62
11-9031.00	skill	Learning Strategies	3.75	3.50
11-9031.00	skill	Monitoring	4.00	4.00
11-9031.00	skill	Social Perceptiveness	3.62	3.88
11-9031.00	skill	Coordination	3.75	3.88
11-9031.00	skill	Persuasion	3.25	3.25
11-9031.00	skill	Negotiation	3.50	3.62
11-9031.00	skill	Instructing	3.50	3.62
11-9031.00	skill	Service Orientation	3.50	3.62
11-9031.00	skill	Complex Problem Solving	3.00	3.50
